Position,Mean,Variance 
14.5704,1.49145,0.356816
14.586,1.49015,0.358014
14.6016,1.48884,0.35923
14.6172,1.48753,0.360454
14.6328,1.48622,0.361683
14.6484,1.48491,0.362925
14.664,1.48359,0.364178
14.6796,1.48226,0.365443
14.6952,1.48093,0.366726
14.7108,1.4796,0.368015
14.7264,1.47826,0.369317
14.742,1.47691,0.370634
14.7576,1.47557,0.37196
14.7732,1.47421,0.373294
14.7888,1.47286,0.374634
14.8044,1.47151,0.375983
14.82,1.47015,0.377341
14.8356,1.46879,0.378708
14.8512,1.46742,0.380079
14.8668,1.46606,0.381458
14.8824,1.46469,0.382839
14.898,1.46333,0.384221
14.9136,1.46196,0.385605
14.9292,1.46059,0.386992
14.9448,1.45922,0.38838
14.9604,1.45785,0.389779
14.976,1.45648,0.391178
14.9916,1.45511,0.39258
15.0072,1.45374,0.393992
15.0228,1.45236,0.395409
15.0384,1.45098,0.396827
15.054,1.4496,0.398248
15.0696,1.44823,0.399669
15.0852,1.44685,0.401093
15.1008,1.44547,0.402523
15.1164,1.44409,0.403952
15.132,1.44271,0.40538
15.1476,1.44133,0.406804
15.1632,1.43995,0.408234
15.1788,1.43857,0.409666
15.1944,1.43719,0.411101
15.21,1.43581,0.412536
15.2256,1.43443,0.413971
15.2412,1.43306,0.415407
15.2568,1.43168,0.416844
15.2724,1.4303,0.41828
15.288,1.42892,0.419719
15.3036,1.42754,0.421161
15.3192,1.42616,0.422601
15.3348,1.42478,0.424041
15.3504,1.4234,0.425477
15.366,1.42202,0.426912
15.3816,1.42065,0.428346
15.3972,1.41927,0.42978
15.4128,1.4179,0.431216
15.4284,1.41652,0.432652
15.444,1.41515,0.434085
15.4596,1.41377,0.435515
15.4752,1.4124,0.436943
15.4908,1.41103,0.438372
15.5064,1.40966,0.439799
15.522,1.40829,0.441228
15.5376,1.40692,0.442654
15.5532,1.40555,0.444079
15.5688,1.40418,0.445505
15.5844,1.40281,0.446928
15.6,1.40141,0.448445
