Position,Flux 
6.12,0.00588485
6.14,0.00620151
6.16,0.00620151
6.18,0.00672919
6.2,0.00734699
6.22,0.0079241
6.24,0.00819466
6.26,0.00873939
6.28,0.00899126
6.3,0.00955539
6.32,0.00996449
6.34,0.00996449
6.36,0.0105404
6.38,0.0105404
6.4,0.0105404
6.42,0.0110757
6.44,0.0119127
6.46,0.0128807
6.48,0.013487
6.5,0.0144957
6.52,0.0144957
6.54,0.0147754
6.56,0.0154833
6.58,0.0160117
6.6,0.0165873
6.62,0.0175634
6.64,0.0175634
6.66,0.0178475
6.68,0.018395
6.7,0.0198411
6.72,0.0211779
6.74,0.0215461
6.76,0.0219342
6.78,0.0228833
6.8,0.0245295
6.82,0.0265804
6.84,0.0272394
6.86,0.0296446
6.88,0.0307935
6.9,0.0316064
6.92,0.0331386
6.94,0.0343279
6.96,0.0380938
6.98,0.0384915
7,0.0400855
7.02,0.0408934
7.04,0.042574
7.06,0.0448241
7.08,0.0462516
7.1,0.0479508
7.12,0.0500767
7.14,0.0519657
7.16,0.0541355
7.18,0.0568118
7.2,0.05846
7.22,0.0621521
7.24,0.0653765
7.26,0.0667902
7.28,0.0701532
7.3,0.0736793
7.32,0.0768621
7.34,0.0804308
7.36,0.0853642
7.38,0.0902788
7.4,0.0925307
7.42,0.0972286
7.44,0.100597
7.46,0.106396
7.48,0.109989
7.5,0.115214
7.52,0.120538
7.54,0.126405
7.56,0.134996
7.58,0.142339
7.6,0.150918
7.62,0.161987
7.64,0.172508
7.66,0.178387
7.68,0.187734
7.7,0.196731
7.72,0.203141
7.74,0.212917
7.76,0.222075
7.78,0.23917
7.8,0.248916
7.82,0.261977
7.84,0.275191
7.86,0.295944
7.88,0.315297
7.9,0.337681
7.92,0.364839
7.94,0.392248
7.96,0.421009
7.98,0.049491
8,0.827998
8.02,0.821358
8.04,0.870003
8.06,0.86262
8.08,0.906048
8.1,0.855054
8.12,0.904349
8.14,0.854474
8.16,0.894828
8.18,0.885974
8.2,0.919648
8.22,0.874435
8.24,0.867345
8.26,0.89793
8.28,0.883471
8.3,0.915997
8.32,0.889809
8.34,0.90636
8.36,0.845288
8.38,0.863283
8.4,0.871845
8.42,0.889585
8.44,0.904651
8.46,0.937856
8.48,0.889878
8.5,0.883518
8.52,0.903536
8.54,0.896633
8.56,0.894527
8.58,0.883954
8.6,0.926514
8.62,0.905139
8.64,0.87258
8.66,0.875261
8.68,0.897433
8.7,0.867123
8.72,0.896139
8.74,0.90108
8.76,0.893288
8.78,0.868385
8.8,0.817041
8.82,0.883563
8.84,0.901414
8.86,0.926623
8.88,0.891308
8.9,0.897599
8.92,0.888007
8.94,0.877896
8.96,0.866808
8.98,0.861629
9,0.867403
9.02,0.886002
9.04,0.869116
9.06,0.910254
9.08,0.8862
9.1,0.863416
9.12,0.905527
9.14,0.914113
9.16,0.870465
9.18,0.860452
9.2,0.887033
9.22,0.896686
9.24,0.860965
9.26,0.888578
9.28,0.892741
9.3,0.858001
9.32,0.924918
9.34,0.87054
9.36,0.896601
9.38,0.876024
9.4,0.897403
9.42,0.889094
9.44,0.841495
9.46,0.867568
9.48,0.873661
9.5,0.870749
9.52,0.855274
9.54,0.8858
9.56,0.866566
9.58,0.885785
9.6,0.881154
9.62,0.929735
9.64,0.887904
9.66,0.87961
9.68,0.881128
9.7,0.912152
9.72,0.888503
9.74,0.881494
9.76,0.873164
9.78,0.862067
9.8,0.875083
9.82,0.882041
9.84,0.854442
9.86,0.895383
9.88,0.900741
9.9,0.893483
9.92,0.850725
9.94,0.869236
9.96,0.912652
9.98,0.884397
10,0.892155
10.02,0.866924
10.04,0.897192
10.06,0.886077
10.08,0.911351
10.1,0.905159
10.12,0.878492
10.14,0.878374
10.16,0.891195
10.18,0.888191
10.2,0.902387
10.22,0.876294
10.24,0.938564
10.26,0.851995
10.28,0.866805
10.3,0.871694
10.32,0.880622
10.34,0.858883
10.36,0.88395
10.38,0.853454
10.4,0.880361
10.42,0.916761
10.44,0.881395
10.46,0.887639
10.48,0.874195
10.5,0.892357
10.52,0.86798
10.54,0.816948
10.56,0.9152
10.58,0.917326
10.6,0.870246
10.62,0.892114
10.64,0.898618
10.66,0.848779
10.68,0.914278
10.7,0.915151
10.72,0.8485
10.74,0.91184
10.76,0.863772
10.78,0.895449
10.8,0.886128
10.82,0.885082
10.84,0.878076
10.86,0.863728
10.88,0.898518
10.9,0.836448
10.92,0.886331
10.94,0.865044
10.96,0.8863
10.98,0.914167
11,0.888595
11.02,0.863955
11.04,0.915324
11.06,0.863169
11.08,0.874307
11.1,0.90872
11.12,0.91121
11.14,0.910666
11.16,0.902947
11.18,0.895406
11.2,0.874558
11.22,0.831377
11.24,0.872953
11.26,0.860238
11.28,0.89782
11.3,0.844509
11.32,0.888902
11.34,0.92534
11.36,0.898712
11.38,0.900973
11.4,0.908307
11.42,0.876099
11.44,0.888269
11.46,0.891348
11.48,0.900352
11.5,0.917364
11.52,0.876049
11.54,0.888347
11.56,0.865306
11.58,0.879147
11.6,0.872619
11.62,0.880267
11.64,0.902439
11.66,0.888544
11.68,0.900145
11.7,0.944386
11.72,0.866617
11.74,0.851196
11.76,0.902783
11.78,0.877309
11.8,0.904033
11.82,0.872298
11.84,0.83741
11.86,0.871176
11.88,0.875597
11.9,0.91753
11.92,0.87272
11.94,0.881837
11.96,0.8685
11.98,0.887846
12,0.912081
12.02,0.927956
12.04,0.89919
12.06,0.944115
12.08,0.929848
12.1,0.883639
12.12,0.912549
12.14,0.856666
12.16,0.882724
12.18,0.866009
12.2,0.847221
12.22,0.879589
12.24,0.899851
12.26,0.881322
12.28,0.921489
12.3,0.905597
12.32,0.884201
12.34,0.861748
12.36,0.880856
12.38,0.978043
12.4,0.883688
12.42,0.874215
12.44,0.840017
12.46,0.882169
12.48,0.896779
12.5,0.855263
12.52,0.900307
12.54,0.925332
12.56,0.869029
12.58,0.877484
12.6,0.878036
12.62,0.883058
12.64,0.874042
12.66,0.903561
12.68,0.867193
12.7,0.887297
12.72,0.919293
12.74,0.872149
12.76,0.881892
12.78,0.899576
12.8,0.87222
12.82,0.878872
12.84,0.903455
12.86,0.904851
12.88,0.883234
12.9,0.886762
12.92,0.916906
12.94,0.861084
12.96,0.913496
12.98,1.39113
13,1.21862
13.02,1.66825
13.04,1.66825
13.06,1.66825
13.08,1.66825
13.1,1.66825
13.12,1.66825
13.14,1.66825
13.16,1.66825
13.18,1.66825
13.2,1.66825
13.22,1.66825
13.24,1.66825
13.26,1.66825
13.28,1.66825
13.3,1.66825
13.32,1.66825
13.34,1.66825
13.36,1.66825
13.38,1.66825
13.4,1.66825
13.42,1.66825
13.44,1.66825
13.46,1.66825
13.48,1.66825
13.5,1.66825
13.52,1.66825
13.54,1.66825
13.56,1.66825
13.58,1.66825
13.6,1.66825
13.62,1.66825
13.64,1.66825
13.66,1.66825
13.68,1.66825
13.7,1.66825
13.72,1.66825
13.74,1.66825
13.76,1.66825
13.78,1.66825
13.8,1.66825
13.82,1.66825
13.84,1.66825
13.86,1.66825
13.88,1.66825
13.9,1.66825
13.92,1.66825
13.94,1.66825
13.96,1.66825
13.98,1.66825
14,1.66825
14.02,1.66825
14.04,1.66825
14.06,1.66825
14.08,1.66825
14.1,1.66825
14.12,1.66825
14.14,1.66825
14.16,1.66825
14.18,1.66825
14.2,1.66825
14.22,1.66825
14.24,1.66825
14.26,1.66825
14.28,1.66825
14.3,1.66825
14.32,1.66825
14.34,1.66825
14.36,1.66825
14.38,1.66825
14.4,1.66825
14.42,1.66825
14.44,1.66825
14.46,1.66825
14.48,1.66825
14.5,1.66825
14.52,1.66825
14.54,1.66825
14.56,1.66825
14.58,1.66825
14.6,1.66825
14.62,1.66825
14.64,1.66825
14.66,1.66825
14.68,1.66825
14.7,1.66825
14.72,1.66825
14.74,1.66825
14.76,1.66825
14.78,1.66825
14.8,1.66825
14.82,1.66825
14.84,1.66825
14.86,1.66825
14.88,1.66825
14.9,1.66825
14.92,1.66825
14.94,1.66825
14.96,1.66825
14.98,1.66825
15,1.66825
15.02,1.66825
15.04,1.66825
15.06,1.66825
15.08,1.66825
15.1,1.66825
15.12,1.66825
15.14,1.66825
15.16,1.66825
15.18,1.66825
15.2,1.66825
15.22,1.66825
15.24,1.66825
15.26,1.66825
15.28,1.66825
15.3,1.66825
15.32,1.66825
15.34,1.66825
15.36,1.66825
15.38,1.66825
15.4,1.66825
15.42,1.66825
15.44,1.66825
15.46,1.66825
15.48,1.66825
15.5,1.66825
15.52,1.66825
15.54,1.66825
15.56,1.66825
15.58,1.66825
15.6,1.66825
15.62,1.66825
15.64,1.66825
15.66,1.66825
15.68,1.66825
15.7,1.66825
15.72,1.66825
15.74,1.66825
15.76,1.66825
15.78,1.66825
15.8,1.66825
15.82,1.66825
15.84,1.66825
15.86,1.66825
15.88,1.66825
15.9,1.66825
15.92,1.66825
15.94,1.66825
15.96,1.66825
15.98,0.449634
16,1.17194
16.02,1.58366
16.04,1.64359
16.06,1.72478
16.08,1.69146
16.1,1.79433
16.12,1.71268
16.14,1.73697
16.16,1.7239
16.18,1.75263
16.2,1.79202
16.22,1.85649
16.24,1.788
16.26,1.79417
16.28,1.79525
16.3,1.81335
16.32,1.79469
16.34,1.80291
16.36,1.8493
16.38,1.81618
16.4,1.8369
16.42,1.85081
16.44,1.85708
16.46,1.91543
16.48,1.95178
16.5,1.9457
16.52,1.94539
16.54,1.98595
16.56,1.93828
16.58,1.9716
16.6,2.03796
16.62,1.97383
16.64,2.00161
16.66,2.02146
16.68,1.98453
16.7,2.06096
16.72,2.03131
16.74,2.06766
16.76,2.06714
16.78,2.04592
16.8,2.08093
16.82,2.09279
16.84,2.05713
16.86,2.08108
16.88,2.08845
16.9,2.07379
16.92,2.27669
16.94,2.09483
16.96,2.09657
16.98,2.12447
17,2.16187
17.02,2.1251
17.04,2.23845
17.06,2.1447
17.08,2.20908
17.1,2.22299
17.12,2.10566
17.14,2.11905
17.16,2.0992
17.18,2.0672
17.2,2.09111
17.22,2.08994
17.24,2.05871
17.26,2.07431
17.28,2.10511
17.3,2.13233
17.32,2.09708
17.34,2.19956
17.36,2.11252
17.38,2.15496
17.4,2.15367
17.42,2.32326
17.44,2.22542
17.46,2.14974
17.48,2.09421
17.5,2.12071
17.52,2.14677
17.54,2.21919
17.56,2.1568
17.58,2.09478
17.6,2.23237
17.62,2.09839
17.64,2.11703
17.66,2.10581
17.68,2.05287
17.7,2.1075
17.72,2.07236
17.74,2.17829
17.76,2.04401
17.78,2.0803
17.8,2.05601
17.82,2.053
17.84,2.05193
17.86,2.10919
17.88,2.06045
17.9,2.10598
17.92,2.06642
17.94,2.07907
17.96,2.09504
17.98,2.08519
18,2.08377
18.02,2.07699
18.04,2.08045
18.06,2.04163
18.08,2.0678
18.1,2.00668
18.12,2.00545
18.14,1.99875
18.16,2.0271
18.18,2.0065
18.2,2.00497
18.22,2.01357
18.24,2.06695
18.26,1.99985
18.28,1.97744
18.3,1.95483
18.32,1.94525
18.34,2.02197
18.36,2.08117
18.38,1.92221
18.4,1.9014
18.42,1.91626
18.44,1.89688
18.46,1.83863
18.48,1.84804
18.5,1.78569
18.52,1.80627
18.54,1.78125
18.56,1.75376
18.58,1.78409
18.6,1.86036
18.62,1.87323
18.64,1.81717
18.66,1.77691
18.68,1.7502
18.7,1.73513
18.72,1.74702
18.74,1.68237
18.76,1.77701
18.78,1.73005
18.8,1.7769
18.82,1.76298
18.84,1.7034
18.86,1.66401
18.88,1.69214
18.9,1.62033
18.92,1.67628
18.94,1.60573
18.96,1.57232
18.98,1.59446
19,1.61042
19.02,1.58685
19.04,1.56131
19.06,1.55622
19.08,1.58735
19.1,1.5419
19.12,1.52448
19.14,1.66829
19.16,1.50436
19.18,1.51817
19.2,1.49188
19.22,1.46685
19.24,1.45219
19.26,1.45527
19.28,1.43461
19.3,1.39745
19.32,1.39789
19.34,1.38543
19.36,1.39844
19.38,1.42375
19.4,1.3577
19.42,1.38315
19.44,1.34983
19.46,1.31542
19.48,1.29362
19.5,1.28469
19.52,1.31631
19.54,1.32774
19.56,1.22156
19.58,1.22319
19.6,1.19127
19.62,1.19589
19.64,1.19109
19.66,1.15984
19.68,1.26443
19.7,1.16866
19.72,1.14804
19.74,1.10146
19.76,1.07495
19.78,1.1298
19.8,1.05672
19.82,1.03566
19.84,1.00025
19.86,0.942182
19.88,0.933237
19.9,0.930888
19.92,0.902994
19.94,0.88371
19.96,0.85868
19.98,0.841701
20,0
